study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB42781	SAMEA7892285	ERX5015322	ERR5211287	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5211287/ERR5211287.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211287/S15166.Y1.E1.L1.1240k_plus.hg19.v1.bam	
PRJEB42781	SAMEA7892146	ERX5015323	ERR5211288	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5211288/ERR5211288.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211288/I3354_aln.sort.mapped.rmdupse_adna_v2.md.bam	
PRJEB42781	SAMEA7892153	ERX5015324	ERR5211289	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5211289/ERR5211289.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211289/I3355_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892165	ERX5015325	ERR5211290	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5211290/ERR5211290.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211290/I3356_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892302	ERX5015326	ERR5211291	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5211291/ERR5211291.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211291/I3358_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892258	ERX5015327	ERR5211292	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5211292/ERR5211292.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211292/I3611_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892257	ERX5015328	ERR5211293	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5211293/ERR5211293.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211293/I3612_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892281	ERX5015329	ERR5211294	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5211294/ERR5211294.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211294/I3614_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892256	ERX5015330	ERR5211295	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5211295/ERR5211295.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211295/I3615_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892260	ERX5015331	ERR5211296	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5211296/ERR5211296.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211296/I3616_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892259	ERX5015332	ERR5211297	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5211297/ERR5211297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211297/I3617_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892264	ERX5015333	ERR5211298	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5211298/ERR5211298.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211298/I3618_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892296	ERX5015334	ERR5211299	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5211299/ERR5211299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211299/I3619_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892255	ERX5015335	ERR5211300	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5211300/ERR5211300.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211300/I3620_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892261	ERX5015336	ERR5211301	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5211301/ERR5211301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211301/I3621_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892269	ERX5015337	ERR5211302	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5211302/ERR5211302.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211302/I3727_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892294	ERX5015338	ERR5211303	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5211303/ERR5211303.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211303/I3728_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892268	ERX5015339	ERR5211304	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5211304/ERR5211304.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211304/I3731_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892300	ERX5015340	ERR5211305	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5211305/ERR5211305.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211305/I3732_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892262	ERX5015341	ERR5211306	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5211306/ERR5211306.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211306/I3734_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892293	ERX5015342	ERR5211307	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5211307/ERR5211307.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211307/I3735_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892270	ERX5015343	ERR5211308	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5211308/ERR5211308.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211308/I3736_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892177	ERX5015344	ERR5211309	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5211309/ERR5211309.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211309/I6221_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892176	ERX5015345	ERR5211310	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5211310/ERR5211310.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211310/I6222_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892245	ERX5015346	ERR5211311	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5211311/ERR5211311.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211311/I6224_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892244	ERX5015347	ERR5211312	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5211312/ERR5211312.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211312/I6225_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892250	ERX5015348	ERR5211313	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5211313/ERR5211313.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211313/I6226_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892254	ERX5015349	ERR5211314	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5211314/ERR5211314.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211314/I6228_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892253	ERX5015350	ERR5211315	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5211315/ERR5211315.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211315/I6230_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892251	ERX5015351	ERR5211316	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5211316/ERR5211316.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211316/I6231_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892241	ERX5015352	ERR5211317	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5211317/ERR5211317.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211317/I6232_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892246	ERX5015353	ERR5211318	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5211318/ERR5211318.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211318/I6233_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892201	ERX5015354	ERR5211319	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5211319/ERR5211319.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211319/I6262_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892249	ERX5015355	ERR5211320	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5211320/ERR5211320.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211320/I6263_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892200	ERX5015356	ERR5211321	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5211321/ERR5211321.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211321/I6264_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892138	ERX5015357	ERR5211322	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5211322/ERR5211322.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211322/I6341_v40.hg19.bam	
PRJEB42781	SAMEA7892199	ERX5015358	ERR5211323	9606	Homo sapiens		ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211323/I6347_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892190	ERX5015359	ERR5211324	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5211324/ERR5211324.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211324/I6348_green.hg19.bam	
PRJEB42781	SAMEA7892228	ERX5015360	ERR5211325	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5211325/ERR5211325.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211325/I6349_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892221	ERX5015361	ERR5211326	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5211326/ERR5211326.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211326/I6351_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892216	ERX5015362	ERR5211327	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5211327/ERR5211327.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211327/I6352_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892220	ERX5015363	ERR5211328	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5211328/ERR5211328.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211328/I6353_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892237	ERX5015364	ERR5211329	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5211329/ERR5211329.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211329/I6356_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892252	ERX5015365	ERR5211330	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5211330/ERR5211330.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211330/I6357_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892147	ERX5015366	ERR5211331	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5211331/ERR5211331.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211331/I6358_aln.sort.mapped.rmdupse_adna_v2.md.bam	
PRJEB42781	SAMEA7892230	ERX5015367	ERR5211332	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5211332/ERR5211332.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211332/I6359_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892182	ERX5015368	ERR5211333	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5211333/ERR5211333.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211333/I6361_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892219	ERX5015369	ERR5211334	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5211334/ERR5211334.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211334/I6362_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892210	ERX5015370	ERR5211335	9606	Homo sapiens		ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211335/I6363_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892217	ERX5015371	ERR5211336	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5211336/ERR5211336.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211336/I6364_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892229	ERX5015372	ERR5211337	9606	Homo sapiens		ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211337/I6365_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892208	ERX5015373	ERR5211338	9606	Homo sapiens		ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211338/I6367_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892231	ERX5015374	ERR5211339	9606	Homo sapiens		ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211339/I6369_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892149	ERX5015375	ERR5211340	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5211340/ERR5211340.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211340/I7021_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892240	ERX5015376	ERR5211341	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5211341/ERR5211341.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211341/I7022_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892243	ERX5015377	ERR5211342	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5211342/ERR5211342.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211342/I7023_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892239	ERX5015378	ERR5211343	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5211343/ERR5211343.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211343/I7024_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892248	ERX5015379	ERR5211344	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5211344/ERR5211344.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211344/I7026_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892235	ERX5015380	ERR5211345	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5211345/ERR5211345.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211345/I7027_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892242	ERX5015381	ERR5211346	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5211346/ERR5211346.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211346/I7028_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892247	ERX5015382	ERR5211347	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5211347/ERR5211347.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211347/I7029_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892238	ERX5015383	ERR5211348	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5211348/ERR5211348.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211348/I7030_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892224	ERX5015384	ERR5211349	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5211349/ERR5211349.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211349/I7032_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892213	ERX5015385	ERR5211350	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5211350/ERR5211350.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211350/I7033_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892212	ERX5015386	ERR5211351	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5211351/ERR5211351.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211351/I7039_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892265	ERX5015387	ERR5211352	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5211352/ERR5211352.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211352/I8071_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892282	ERX5015388	ERR5211353	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5211353/ERR5211353.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211353/I8072_v41.0.hg19.bam	
PRJEB42781	SAMEA7892273	ERX5015389	ERR5211354	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5211354/ERR5211354.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211354/I8074_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892297	ERX5015390	ERR5211355	9606	Homo sapiens		ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211355/I8075_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892279	ERX5015391	ERR5211356	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5211356/ERR5211356.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211356/I8076_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892263	ERX5015392	ERR5211357	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5211357/ERR5211357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211357/I8078_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892276	ERX5015393	ERR5211358	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5211358/ERR5211358.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211358/I8080_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892299	ERX5015394	ERR5211359	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5211359/ERR5211359.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211359/I8081_aln.sort.mapped.rmdupse_adna_v2.md.1.bam	
PRJEB42781	SAMEA7892173	ERX5015395	ERR5211360	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5211360/ERR5211360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211360/S118.EC_aln.on1240k.mapped.rmdupse_v2.md_no1kgvar.pmdTag_udgminus.rg.nonDam_L.30-110.Dam_L.0-1000.1.bam	
PRJEB42781	SAMEA7892174	ERX5015396	ERR5211361	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5211361/ERR5211361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211361/S120.EC_aln.on1240k.mapped.rmdupse_v2.md_no1kgvar.pmdTag_udgminus.rg.nonDam_L.30-70.Dam_L.0-1000.1.bam	
PRJEB42781	SAMEA7892170	ERX5015397	ERR5211362	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5211362/ERR5211362.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211362/S123.EC_aln.on1240k.mapped.rmdupse_v2.md_no1kgvar.pmdTag_udgminus.rg.1.bam	
PRJEB42781	SAMEA7892172	ERX5015398	ERR5211363	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5211363/ERR5211363.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211363/S91.EC_aln.on1240k.mapped.rmdupse_v2.md_no1kgvar.pmdTag_udgminus.rg.1.bam	
PRJEB42781	SAMEA7892168	ERX5015399	ERR5211364	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5211364/ERR5211364.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211364/S94.EC_aln.on1240k.mapped.rmdupse_v2.md_no1kgvar.pmdTag_udgminus.rg.nonDam_L.30-70.Dam_L.0-1000.1.bam	
PRJEB42781	SAMEA7892166	ERX5015400	ERR5211365	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5211365/ERR5211365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211365/S95.EC_aln.on1240k.mapped.rmdupse_v2.md_no1kgvar.pmdTag_udgminus.rg.nonDam_L.30-90.Dam_L.0-1000.1.bam	
PRJEB42781	SAMEA7892167	ERX5015401	ERR5211366	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5211366/ERR5211366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211366/S96.EC_aln.on1240k.mapped.rmdupse_v2.md_no1kgvar.pmdTag_udgminus.rg.nonDam_L.30-60.Dam_L.0-1000.1.bam	
PRJEB42781	SAMEA7892169	ERX5015402	ERR5211367	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5211367/ERR5211367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR521/ERR5211367/S97.EC_aln.on1240k.mapped.rmdupse_v2.md_no1kgvar.pmdTag_udgminus.rg.nonDam_L.30-100.Dam_L.0-1000.1.bam	
